"Location","state","Management","Year","Diet","abundance.500m2","biomass.kgha","prod_yr_F0.2","depthS","str.complexS","total.coralS","total.deadS","macroalgaeS","habitat"
"Mahe E Carbonate","Shifted","Fished","2017","FisCep",2.43604504725,25.40897299825,13.9676070231332,-1.57591830127203,-0.60815291988075,-1.04544441292471,-0.507043162526657,2.13633191858064,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2017","HerDet",43.8488108505,213.235789758625,68.3268257149882,-1.57591830127203,-0.60815291988075,-1.04544441292471,-0.507043162526657,2.13633191858064,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2017","HerMac",10.962202712625,54.1249822795,16.1436362851335,-1.57591830127203,-0.60815291988075,-1.04544441292471,-0.507043162526657,2.13633191858064,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2017","InvMob",41.41276580325,119.223025344625,39.4234019703456,-1.57591830127203,-0.60815291988075,-1.04544441292471,-0.507043162526657,2.13633191858064,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2017","InvSes",0.406007507875,0.601817078875,0.310969303499164,-1.57591830127203,-0.60815291988075,-1.04544441292471,-0.507043162526657,2.13633191858064,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2017","Omnivr",1.6240300315,5.19175684125,1.10697732303714,-1.57591830127203,-0.60815291988075,-1.04544441292471,-0.507043162526657,2.13633191858064,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2017","Plktiv",0,0,0,-1.57591830127203,-0.60815291988075,-1.04544441292471,-0.507043162526657,2.13633191858064,"Carbonate"
"Mahe E Granite","Shifted","Fished","1994","FisCep",1.6240300315,19.076597059875,6.50933948074431,2.0370329837845,0.141541158413225,-0.261694519238134,NA,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","1994","HerDet",30.04455558275,97.603817453375,38.0137600030606,2.0370329837845,0.141541158413225,-0.261694519238134,NA,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","1994","HerMac",1.6240300315,3.798581102375,2.98171526726555,2.0370329837845,0.141541158413225,-0.261694519238134,NA,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","1994","InvMob",46.28485589775,115.491038574,31.8153707446433,2.0370329837845,0.141541158413225,-0.261694519238134,NA,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","1994","InvSes",4.8720900945,4.5986398465,0.86989287561546,2.0370329837845,0.141541158413225,-0.261694519238134,NA,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","1994","Omnivr",2.030037539375,2.917514507375,1.13951377004717,2.0370329837845,0.141541158413225,-0.261694519238134,NA,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","1994","Plktiv",2.43604504725,1.38873568875,0.553482948617323,2.0370329837845,0.141541158413225,-0.261694519238134,NA,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","2005","FisCep",2.842052555125,37.5489737815,9.30052376673631,1.90466192377165,-0.691452261913414,-0.653569466081422,-0.507043162526657,-0.549239531756543,"Granite"
"Mahe E Granite","Shifted","Fished","2005","HerDet",49.126908452875,112.788941887125,36.3655794706397,1.90466192377165,-0.691452261913414,-0.653569466081422,-0.507043162526657,-0.549239531756543,"Granite"
"Mahe E Granite","Shifted","Fished","2005","HerMac",0.406007507875,6.91665793125,1.70457633980264,1.90466192377165,-0.691452261913414,-0.653569466081422,-0.507043162526657,-0.549239531756543,"Granite"
"Mahe E Granite","Shifted","Fished","2005","InvMob",29.638548074875,91.64005635975,18.5628342023444,1.90466192377165,-0.691452261913414,-0.653569466081422,-0.507043162526657,-0.549239531756543,"Granite"
"Mahe E Granite","Shifted","Fished","2005","InvSes",1.218022523625,1.816539373875,0.42835777601041,1.90466192377165,-0.691452261913414,-0.653569466081422,-0.507043162526657,-0.549239531756543,"Granite"
"Mahe E Granite","Shifted","Fished","2005","Omnivr",2.43604504725,12.754471724875,0.885369641509771,1.90466192377165,-0.691452261913414,-0.653569466081422,-0.507043162526657,-0.549239531756543,"Granite"
"Mahe E Granite","Shifted","Fished","2005","Plktiv",6.496120126,2.60094256,1.4164486296776,1.90466192377165,-0.691452261913414,-0.653569466081422,-0.507043162526657,-0.549239531756543,"Granite"
"Mahe E Granite","Shifted","Fished","2008","FisCep",2.030037539375,29.33213940625,12.7061074073593,2.62880948737134,-0.774751603946078,-0.598889240940498,-0.507043162526657,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","2008","HerDet",45.066833374125,238.29815786275,53.5034517744666,2.62880948737134,-0.774751603946078,-0.598889240940498,-0.507043162526657,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","2008","HerMac",0,0,0,2.62880948737134,-0.774751603946078,-0.598889240940498,-0.507043162526657,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","2008","InvMob",48.720900945,108.888410020875,38.3728246892577,2.62880948737134,-0.774751603946078,-0.598889240940498,-0.507043162526657,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","2008","InvSes",6.902127633875,16.476703722125,4.86703224536819,2.62880948737134,-0.774751603946078,-0.598889240940498,-0.507043162526657,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","2008","Omnivr",8.1201501575,43.988612619,12.0242899547038,2.62880948737134,-0.774751603946078,-0.598889240940498,-0.507043162526657,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","2008","Plktiv",15.834292807125,10.9822513635,3.42334414956165,2.62880948737134,-0.774751603946078,-0.598889240940498,-0.507043162526657,-0.601386550209692,"Granite"
"Mahe E Granite","Shifted","Fished","2011","FisCep",0.81201501575,6.6453749825,4.19243149104688,1.02478370133332,-0.774751603946078,-0.990764187783785,-0.507043162526657,1.79737629863517,"Granite"
"Mahe E Granite","Shifted","Fished","2011","HerDet",48.314893437125,203.0517341265,61.6013807663791,1.02478370133332,-0.774751603946078,-0.990764187783785,-0.507043162526657,1.79737629863517,"Granite"
"Mahe E Granite","Shifted","Fished","2011","HerMac",20.706382901625,88.4235666925,31.4713339904085,1.02478370133332,-0.774751603946078,-0.990764187783785,-0.507043162526657,1.79737629863517,"Granite"
"Mahe E Granite","Shifted","Fished","2011","InvMob",47.90888592925,94.719049729375,39.6973162504398,1.02478370133332,-0.774751603946078,-0.990764187783785,-0.507043162526657,1.79737629863517,"Granite"
"Mahe E Granite","Shifted","Fished","2011","InvSes",1.218022523625,1.788973683,0.611076116560198,1.02478370133332,-0.774751603946078,-0.990764187783785,-0.507043162526657,1.79737629863517,"Granite"
"Mahe E Granite","Shifted","Fished","2011","Omnivr",3.654067570875,5.882912553125,2.20838196604163,1.02478370133332,-0.774751603946078,-0.990764187783785,-0.507043162526657,1.79737629863517,"Granite"
"Mahe E Granite","Shifted","Fished","2011","Plktiv",0,0,0,1.02478370133332,-0.774751603946078,-0.990764187783785,-0.507043162526657,1.79737629863517,"Granite"
"Mahe E Granite","Shifted","Fished","2014","FisCep",0.406007507875,5.14575059125,3.06590853436836,-0.330073030562881,-1.52444568224005,-0.926970591786041,-0.483297339488219,1.50404931983621,"Granite"
"Mahe E Granite","Shifted","Fished","2014","HerDet",36.134668200875,142.287565904,52.5189309070767,-0.330073030562881,-1.52444568224005,-0.926970591786041,-0.483297339488219,1.50404931983621,"Granite"
"Mahe E Granite","Shifted","Fished","2014","HerMac",20.30037539375,118.595967271,30.08880351467,-0.330073030562881,-1.52444568224005,-0.926970591786041,-0.483297339488219,1.50404931983621,"Granite"
"Mahe E Granite","Shifted","Fished","2014","InvMob",33.29261564575,84.098068970375,34.1010219889154,-0.330073030562881,-1.52444568224005,-0.926970591786041,-0.483297339488219,1.50404931983621,"Granite"
"Mahe E Granite","Shifted","Fished","2014","InvSes",2.842052555125,1.52822179175,0.726289828065799,-0.330073030562881,-1.52444568224005,-0.926970591786041,-0.483297339488219,1.50404931983621,"Granite"
"Mahe E Granite","Shifted","Fished","2014","Omnivr",1.6240300315,7.590380468375,0.954868989204183,-0.330073030562881,-1.52444568224005,-0.926970591786041,-0.483297339488219,1.50404931983621,"Granite"
"Mahe E Granite","Shifted","Fished","2014","Plktiv",0,0,0,-0.330073030562881,-1.52444568224005,-0.926970591786041,-0.483297339488219,1.50404931983621,"Granite"
"Mahe E Granite","Shifted","Fished","2017","FisCep",0.406007507875,1.64860485375,1.39786725039886,-1.26445698359474,-1.10794897207673,-1.06367115463835,-0.507043162526657,1.96033573130126,"Granite"
"Mahe E Granite","Shifted","Fished","2017","HerDet",22.330412933125,130.422121364375,42.1619492226256,-1.26445698359474,-1.10794897207673,-1.06367115463835,-0.507043162526657,1.96033573130126,"Granite"
"Mahe E Granite","Shifted","Fished","2017","HerMac",7.30813514175,44.9083944,8.58661318030612,-1.26445698359474,-1.10794897207673,-1.06367115463835,-0.507043162526657,1.96033573130126,"Granite"
"Mahe E Granite","Shifted","Fished","2017","InvMob",28.42052555125,96.360173244125,35.3184532259628,-1.26445698359474,-1.10794897207673,-1.06367115463835,-0.507043162526657,1.96033573130126,"Granite"
"Mahe E Granite","Shifted","Fished","2017","InvSes",0.81201501575,0.970944440375,0.521735299287969,-1.26445698359474,-1.10794897207673,-1.06367115463835,-0.507043162526657,1.96033573130126,"Granite"
"Mahe E Granite","Shifted","Fished","2017","Omnivr",1.218022523625,4.83138109375,1.72200604963065,-1.26445698359474,-1.10794897207673,-1.06367115463835,-0.507043162526657,1.96033573130126,"Granite"
"Mahe E Granite","Shifted","Fished","2017","Plktiv",0,0,0,-1.26445698359474,-1.10794897207673,-1.06367115463835,-0.507043162526657,1.96033573130126,"Granite"
"Mahe E Patch","Recovering","Fished","1994","FisCep",3.248060063,34.721328516,16.6963602847109,1.37517768372026,1.64092931500118,0.585848970446185,NA,-0.542721154449899,"Carbonate"
"Mahe E Patch","Recovering","Fished","1994","HerDet",45.878848389875,177.128851273625,59.9474577914452,1.37517768372026,1.64092931500118,0.585848970446185,NA,-0.542721154449899,"Carbonate"
"Mahe E Patch","Recovering","Fished","1994","HerMac",3.654067570875,3.925748939,3.68582623265341,1.37517768372026,1.64092931500118,0.585848970446185,NA,-0.542721154449899,"Carbonate"
"Mahe E Patch","Recovering","Fished","1994","InvMob",38.570713248125,137.80336971125,39.2652416784454,1.37517768372026,1.64092931500118,0.585848970446185,NA,-0.542721154449899,"Carbonate"
"Mahe E Patch","Recovering","Fished","1994","InvSes",7.30813514175,8.137242537875,2.18050723949043,1.37517768372026,1.64092931500118,0.585848970446185,NA,-0.542721154449899,"Carbonate"
"Mahe E Patch","Recovering","Fished","1994","Omnivr",6.090112618125,28.54474693775,6.47207575184595,1.37517768372026,1.64092931500118,0.585848970446185,NA,-0.542721154449899,"Carbonate"
"Mahe E Patch","Recovering","Fished","1994","Plktiv",0,0,0,1.37517768372026,1.64092931500118,0.585848970446185,NA,-0.542721154449899,"Carbonate"
"Mahe E Patch","Recovering","Fished","2005","FisCep",3.654067570875,10.698470184625,8.4670380838645,1.19608742605582,-0.0250575256521024,-0.580662499226857,0.0272378558382089,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2005","HerDet",28.014518043375,179.457933955,40.3942375462931,1.19608742605582,-0.0250575256521024,-0.580662499226857,0.0272378558382089,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2005","HerMac",0,0,0,1.19608742605582,-0.0250575256521024,-0.580662499226857,0.0272378558382089,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2005","InvMob",25.984480504,48.271095357625,19.5941075493104,1.19608742605582,-0.0250575256521024,-0.580662499226857,0.0272378558382089,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2005","InvSes",6.496120126,6.934465062375,1.4931508624417,1.19608742605582,-0.0250575256521024,-0.580662499226857,0.0272378558382089,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2005","Omnivr",3.654067570875,9.0811540015,3.8544275489579,1.19608742605582,-0.0250575256521024,-0.580662499226857,0.0272378558382089,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2005","Plktiv",0,0,0,1.19608742605582,-0.0250575256521024,-0.580662499226857,0.0272378558382089,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2008","FisCep",2.43604504725,16.697462149,7.9611286111122,1.01699716839138,-0.358254893782758,-0.462188678088188,-0.115237082392422,-0.477537381383463,"Carbonate"
"Mahe E Patch","Recovering","Fished","2008","HerDet",59.27709614975,329.828875696875,96.6969545033585,1.01699716839138,-0.358254893782758,-0.462188678088188,-0.115237082392422,-0.477537381383463,"Carbonate"
"Mahe E Patch","Recovering","Fished","2008","HerMac",2.030037539375,2.27811250625,1.97497612876302,1.01699716839138,-0.358254893782758,-0.462188678088188,-0.115237082392422,-0.477537381383463,"Carbonate"
"Mahe E Patch","Recovering","Fished","2008","InvMob",44.254818358375,98.462667564,39.4211708007995,1.01699716839138,-0.358254893782758,-0.462188678088188,-0.115237082392422,-0.477537381383463,"Carbonate"
"Mahe E Patch","Recovering","Fished","2008","InvSes",8.1201501575,20.527175592375,5.04052431247323,1.01699716839138,-0.358254893782758,-0.462188678088188,-0.115237082392422,-0.477537381383463,"Carbonate"
"Mahe E Patch","Recovering","Fished","2008","Omnivr",10.962202712625,46.09573882975,9.90763917289204,1.01699716839138,-0.358254893782758,-0.462188678088188,-0.115237082392422,-0.477537381383463,"Carbonate"
"Mahe E Patch","Recovering","Fished","2008","Plktiv",4.06007507875,3.7566348115,0.680833030902021,1.01699716839138,-0.358254893782758,-0.462188678088188,-0.115237082392422,-0.477537381383463,"Carbonate"
"Mahe E Patch","Recovering","Fished","2011","FisCep",0.406007507875,1.9228515575,1.49456771379066,0.775614647191487,-0.524853577848086,-0.170560810669928,-0.507043162526657,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2011","HerDet",113.276094697125,479.343418268625,167.916768510153,0.775614647191487,-0.524853577848086,-0.170560810669928,-0.507043162526657,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2011","HerMac",2.842052555125,14.160639345,4.33440627150893,0.775614647191487,-0.524853577848086,-0.170560810669928,-0.507043162526657,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2011","InvMob",49.938923468625,78.95818450775,33.4126394664882,0.775614647191487,-0.524853577848086,-0.170560810669928,-0.507043162526657,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2011","InvSes",5.68410511025,6.36062586625,2.21697046046148,0.775614647191487,-0.524853577848086,-0.170560810669928,-0.507043162526657,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2011","Omnivr",13.398247759875,30.016780443,8.78694127656173,0.775614647191487,-0.524853577848086,-0.170560810669928,-0.507043162526657,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2011","Plktiv",2.43604504725,0.97535346,0.537437662413289,0.775614647191487,-0.524853577848086,-0.170560810669928,-0.507043162526657,-0.594868172903048,"Carbonate"
"Mahe E Patch","Recovering","Fished","2014","FisCep",2.842052555125,16.51090595575,10.7090685052637,0.775614647191487,-0.441554235815422,-0.557879072084805,-0.507043162526657,-0.581831418289761,"Carbonate"
"Mahe E Patch","Recovering","Fished","2014","HerDet",61.307133689125,299.558308435125,74.3849194572992,0.775614647191487,-0.441554235815422,-0.557879072084805,-0.507043162526657,-0.581831418289761,"Carbonate"
"Mahe E Patch","Recovering","Fished","2014","HerMac",0,0,0,0.775614647191487,-0.441554235815422,-0.557879072084805,-0.507043162526657,-0.581831418289761,"Carbonate"
"Mahe E Patch","Recovering","Fished","2014","InvMob",42.630788326875,89.446066339125,34.1964083621905,0.775614647191487,-0.441554235815422,-0.557879072084805,-0.507043162526657,-0.581831418289761,"Carbonate"
"Mahe E Patch","Recovering","Fished","2014","InvSes",3.654067570875,10.3295456135,2.18691863472921,0.775614647191487,-0.441554235815422,-0.557879072084805,-0.507043162526657,-0.581831418289761,"Carbonate"
"Mahe E Patch","Recovering","Fished","2014","Omnivr",2.842052555125,9.152634098625,4.0200210747313,0.775614647191487,-0.441554235815422,-0.557879072084805,-0.507043162526657,-0.581831418289761,"Carbonate"
"Mahe E Patch","Recovering","Fished","2014","Plktiv",0.406007507875,0.317497871125,0.0812508530261388,0.775614647191487,-0.441554235815422,-0.557879072084805,-0.507043162526657,-0.581831418289761,"Carbonate"
"Mahe E Patch","Recovering","Fished","2017","FisCep",3.654067570875,66.773475398625,21.090664623528,-0.40015182704027,-1.02464963004407,-0.826723512361014,-0.471424427969,0.356814913866924,"Carbonate"
"Mahe E Patch","Recovering","Fished","2017","HerDet",70.64530637025,319.10802811475,116.260830734136,-0.40015182704027,-1.02464963004407,-0.826723512361014,-0.471424427969,0.356814913866924,"Carbonate"
"Mahe E Patch","Recovering","Fished","2017","HerMac",0.406007507875,0.292881828875,0.411865020668005,-0.40015182704027,-1.02464963004407,-0.826723512361014,-0.471424427969,0.356814913866924,"Carbonate"
"Mahe E Patch","Recovering","Fished","2017","InvMob",43.442803342625,122.4983597025,43.9291655894716,-0.40015182704027,-1.02464963004407,-0.826723512361014,-0.471424427969,0.356814913866924,"Carbonate"
"Mahe E Patch","Recovering","Fished","2017","InvSes",1.6240300315,2.09669298025,0.935553296911977,-0.40015182704027,-1.02464963004407,-0.826723512361014,-0.471424427969,0.356814913866924,"Carbonate"
"Mahe E Patch","Recovering","Fished","2017","Omnivr",8.1201501575,31.737706522375,7.25738413437641,-0.40015182704027,-1.02464963004407,-0.826723512361014,-0.471424427969,0.356814913866924,"Carbonate"
"Mahe E Patch","Recovering","Fished","2017","Plktiv",0,0,0,-0.40015182704027,-1.02464963004407,-0.826723512361014,-0.471424427969,0.356814913866924,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","1994","FisCep",12.586232744125,63.6578998205,26.3712685182577,-0.29114036585322,0.641337210609209,2.271822578958,NA,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","1994","HerDet",53.5929910395,173.314884078,66.0202327067822,-0.29114036585322,0.641337210609209,2.271822578958,NA,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","1994","HerMac",0,0,0,-0.29114036585322,0.641337210609209,2.271822578958,NA,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","1994","InvMob",30.04455558275,52.181774440375,21.435564728965,-0.29114036585322,0.641337210609209,2.271822578958,NA,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","1994","InvSes",41.818773311125,33.67473655325,10.0689686551617,-0.29114036585322,0.641337210609209,2.271822578958,NA,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","1994","Omnivr",36.54067570875,23.520523086625,3.56534393562538,-0.29114036585322,0.641337210609209,2.271822578958,NA,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","1994","Plktiv",33.698623153625,14.972870441,4.60928791831096,-0.29114036585322,0.641337210609209,2.271822578958,NA,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2005","FisCep",12.992240252,87.611838081125,29.2572874299022,0.456366796572268,0.807935894674537,-0.179674181526748,2.63927839006644,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2005","HerDet",24.3604504725,170.35540807975,31.7413717637878,0.456366796572268,0.807935894674537,-0.179674181526748,2.63927839006644,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2005","HerMac",0,0,0,0.456366796572268,0.807935894674537,-0.179674181526748,2.63927839006644,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2005","InvMob",31.262578106375,100.790679404,31.3584117756855,0.456366796572268,0.807935894674537,-0.179674181526748,2.63927839006644,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2005","InvSes",12.992240252,8.123431073875,2.02110923524153,0.456366796572268,0.807935894674537,-0.179674181526748,2.63927839006644,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2005","Omnivr",25.17246548825,23.953776926375,2.2760502535978,0.456366796572268,0.807935894674537,-0.179674181526748,2.63927839006644,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2005","Plktiv",6.902127633875,3.046695196375,1.449124335267,0.456366796572268,0.807935894674537,-0.179674181526748,2.63927839006644,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2008","FisCep",9.744180189,38.470450934375,15.4829573681972,-0.407938359982202,0.0582418163805615,-0.498642161515471,0.822722927625899,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2008","HerDet",38.16470574025,146.391864513125,39.1262817189818,-0.407938359982202,0.0582418163805615,-0.498642161515471,0.822722927625899,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2008","HerMac",2.030037539375,9.72518059375,3.4218707371871,-0.407938359982202,0.0582418163805615,-0.498642161515471,0.822722927625899,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2008","InvMob",29.638548074875,81.3013979675,29.9095805454174,-0.407938359982202,0.0582418163805615,-0.498642161515471,0.822722927625899,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2008","InvSes",8.1201501575,11.28891082175,3.50005573301148,-0.407938359982202,0.0582418163805615,-0.498642161515471,0.822722927625899,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2008","Omnivr",5.68410511025,1.66757599225,0.220723898128171,-0.407938359982202,0.0582418163805615,-0.498642161515471,0.822722927625899,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2008","Plktiv",11.774217728375,4.576075168875,1.9947734434244,-0.407938359982202,0.0582418163805615,-0.498642161515471,0.822722927625899,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2011","FisCep",4.466082586625,48.768243824625,14.2003506247762,-0.407938359982202,-0.524853577848086,0.886590208721267,-0.328949489738369,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2011","HerDet",65.77321627575,396.656698677,75.6169739613345,-0.407938359982202,-0.524853577848086,0.886590208721267,-0.328949489738369,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2011","HerMac",0,0,0,-0.407938359982202,-0.524853577848086,0.886590208721267,-0.328949489738369,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2011","InvMob",38.16470574025,244.026518238875,32.1602752270814,-0.407938359982202,-0.524853577848086,0.886590208721267,-0.328949489738369,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2011","InvSes",26.390488011875,21.315643720625,8.42008247349332,-0.407938359982202,-0.524853577848086,0.886590208721267,-0.328949489738369,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2011","Omnivr",11.774217728375,13.60444534825,3.81419254546832,-0.407938359982202,-0.524853577848086,0.886590208721267,-0.328949489738369,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2011","Plktiv",32.074593122125,10.521115957,5.29271450006579,-0.407938359982202,-0.524853577848086,0.886590208721267,-0.328949489738369,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2014","FisCep",7.714142649625,19.93926778775,11.916469248394,-0.929636067091657,-0.274955551750094,1.71590695669194,-0.412059870372903,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2014","HerDet",79.983479051375,306.217171019625,69.1932089361417,-0.929636067091657,-0.274955551750094,1.71590695669194,-0.412059870372903,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2014","HerMac",0,0,0,-0.929636067091657,-0.274955551750094,1.71590695669194,-0.412059870372903,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2014","InvMob",49.53291596075,120.523531457,42.9244050288444,-0.929636067091657,-0.274955551750094,1.71590695669194,-0.412059870372903,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2014","InvSes",71.051313878125,36.391984702875,9.92151827801991,-0.929636067091657,-0.274955551750094,1.71590695669194,-0.412059870372903,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2014","Omnivr",20.706382901625,6.239485412,0.98502750596609,-0.929636067091657,-0.274955551750094,1.71590695669194,-0.412059870372903,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2014","Plktiv",53.5929910395,17.624766270375,8.82210122061877,-0.929636067091657,-0.274955551750094,1.71590695669194,-0.412059870372903,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2017","FisCep",10.962202712625,53.937141525125,19.7412177117688,-0.898489935323929,0.308139842478553,-0.735589803792808,6.03493108456315,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2017","HerDet",123.020274886125,421.724584446625,166.122151563657,-0.898489935323929,0.308139842478553,-0.735589803792808,6.03493108456315,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2017","HerMac",15.42828529925,71.74552711,38.4046398209623,-0.898489935323929,0.308139842478553,-0.735589803792808,6.03493108456315,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2017","InvMob",46.690863405625,100.902040740875,44.1550671410666,-0.898489935323929,0.308139842478553,-0.735589803792808,6.03493108456315,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2017","InvSes",7.714142649625,4.960883095625,2.28223579081357,-0.898489935323929,0.308139842478553,-0.735589803792808,6.03493108456315,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2017","Omnivr",33.698623153625,31.121211428375,5.17265351889627,-0.898489935323929,0.308139842478553,-0.735589803792808,6.03493108456315,-0.601386550209692,"Carbonate"
"Mahe NW Carbonate","Recovering","Protected","2017","Plktiv",66.5852312915,21.65115781425,10.846344458197,-0.898489935323929,0.308139842478553,-0.735589803792808,6.03493108456315,-0.601386550209692,"Carbonate"
"Mahe NW Granite","Recovering","Fished","1994","FisCep",2.030037539375,19.75570196325,3.08570020544993,0.331782269501354,1.47433063093585,-0.361941598663161,NA,-0.601386550209692,"Granite"
"Mahe NW Granite","Recovering","Fished","1994","HerDet",45.472840882,143.5807678555,57.3414043653873,0.331782269501354,1.47433063093585,-0.361941598663161,NA,-0.601386550209692,"Granite"
"Mahe NW Granite","Recovering","Fished","1994","HerMac",0,0,0,0.331782269501354,1.47433063093585,-0.361941598663161,NA,-0.601386550209692,"Granite"
"Mahe NW Granite","Recovering","Fished","1994","InvMob",38.976720756,118.501615413875,36.5417072342752,0.331782269501354,1.47433063093585,-0.361941598663161,NA,-0.601386550209692,"Granite"
"Mahe NW Granite","Recovering","Fished","1994","InvSes",8.93216517325,15.462628021625,4.41377123946248,0.331782269501354,1.47433063093585,-0.361941598663161,NA,-0.601386550209692,"Granite"
"Mahe NW Granite","Recovering","Fished","1994","Omnivr",23.142427948875,17.1889113855,2.33161699888299,0.331782269501354,1.47433063093585,-0.361941598663161,NA,-0.601386550209692,"Granite"
"Mahe NW Granite","Recovering","Fished","1994","Plktiv",50.3449309765,28.026262973,9.62540517726226,0.331782269501354,1.47433063093585,-0.361941598663161,NA,-0.601386550209692,"Granite"
"Mahe NW Granite","Recovering","Fished","2005","FisCep",2.030037539375,5.435674332875,4.75181069429362,0.900199174262402,-0.358254893782758,-0.20701429409721,-0.507043162526657,-0.601386550209692,"Granite"
"Mahe NW Granite","Recovering","Fished","2005","HerDet",13.398247759875,240.973685357125,32.8991546221583,0.900199174262402,-0.358254893782758,-0.20701429409721,-0.507043162526657,-0.601386550209692,"Granite"
