"Location","state","Management","Year","Diet","abundance.500m2","biomass.kgha","prod_yr_F0.2","depthS","str.complexS","total.coralS","total.deadS","macroalgaeS","habitat"
"Cousin Granite","Shifted","Protected","2005","InvMob",29.638548074875,99.1122276055,35.9980703135908,-0.991928330627115,-0.0250575256521024,-0.990764187783785,-0.222093286065395,-0.268949307570866,"Granite"
"Cousin Granite","Shifted","Protected","2005","InvSes",4.06007507875,2.058365757625,1.53176716004484,-0.991928330627115,-0.0250575256521024,-0.990764187783785,-0.222093286065395,-0.268949307570866,"Granite"
"Cousin Granite","Shifted","Protected","2005","Omnivr",1.218022523625,1.59262721175,0.862767531017486,-0.991928330627115,-0.0250575256521024,-0.990764187783785,-0.222093286065395,-0.268949307570866,"Granite"
"Cousin Granite","Shifted","Protected","2005","Plktiv",0.81201501575,0.2838503825,0.082204147836819,-0.991928330627115,-0.0250575256521024,-0.990764187783785,-0.222093286065395,-0.268949307570866,"Granite"
"Cousin Granite","Shifted","Protected","2008","FisCep",5.278097602375,68.813488321875,26.8025947810366,-0.478017156459592,-1.27454765614206,-0.744703174649628,-0.400186958853684,0.54584785575959,"Granite"
"Cousin Granite","Shifted","Protected","2008","HerDet",47.0968709135,368.835737866125,66.3982752183674,-0.478017156459592,-1.27454765614206,-0.744703174649628,-0.400186958853684,0.54584785575959,"Granite"
"Cousin Granite","Shifted","Protected","2008","HerMac",1.218022523625,5.11649045625,3.0559163432166,-0.478017156459592,-1.27454765614206,-0.744703174649628,-0.400186958853684,0.54584785575959,"Granite"
"Cousin Granite","Shifted","Protected","2008","InvMob",49.938923468625,223.9016252155,77.4315112359237,-0.478017156459592,-1.27454765614206,-0.744703174649628,-0.400186958853684,0.54584785575959,"Granite"
"Cousin Granite","Shifted","Protected","2008","InvSes",5.68410511025,7.85880819,3.04518910460812,-0.478017156459592,-1.27454765614206,-0.744703174649628,-0.400186958853684,0.54584785575959,"Granite"
"Cousin Granite","Shifted","Protected","2008","Omnivr",2.842052555125,5.6429353705,3.80090680475224,-0.478017156459592,-1.27454765614206,-0.744703174649628,-0.400186958853684,0.54584785575959,"Granite"
"Cousin Granite","Shifted","Protected","2008","Plktiv",0.406007507875,0.16255891,0.0911234798341676,-0.478017156459592,-1.27454765614206,-0.744703174649628,-0.400186958853684,0.54584785575959,"Granite"
"Cousin Granite","Shifted","Protected","2011","FisCep",3.654067570875,57.64145450475,16.2143016160333,-0.781691941194946,-1.1912483141094,-0.863176995788297,-0.507043162526657,1.34108988717011,"Granite"
"Cousin Granite","Shifted","Protected","2011","HerDet",59.27709614975,396.720682935625,105.568400770046,-0.781691941194946,-1.1912483141094,-0.863176995788297,-0.507043162526657,1.34108988717011,"Granite"
"Cousin Granite","Shifted","Protected","2011","HerMac",27.6085105355,128.59203349375,45.6041005517578,-0.781691941194946,-1.1912483141094,-0.863176995788297,-0.507043162526657,1.34108988717011,"Granite"
"Cousin Granite","Shifted","Protected","2011","InvMob",57.247058610375,117.04519004425,51.2611755355824,-0.781691941194946,-1.1912483141094,-0.863176995788297,-0.507043162526657,1.34108988717011,"Granite"
"Cousin Granite","Shifted","Protected","2011","InvSes",0.406007507875,0.601817078875,0.293631478370967,-0.781691941194946,-1.1912483141094,-0.863176995788297,-0.507043162526657,1.34108988717011,"Granite"
"Cousin Granite","Shifted","Protected","2011","Omnivr",2.030037539375,9.910276523375,3.58557461635555,-0.781691941194946,-1.1912483141094,-0.863176995788297,-0.507043162526657,1.34108988717011,"Granite"
"Cousin Granite","Shifted","Protected","2011","Plktiv",0.406007507875,0.16255891,0.0907805528734705,-0.781691941194946,-1.1912483141094,-0.863176995788297,-0.507043162526657,1.34108988717011,"Granite"
"Cousin Granite","Shifted","Protected","2014","FisCep",1.6240300315,25.04495529325,12.3106092013679,-1.27224351653667,-0.108356867684766,-0.963424075213324,-0.45955151644978,0.949987248771496,"Granite"
"Cousin Granite","Shifted","Protected","2014","HerDet",41.41276580325,254.413051446125,63.0318770662166,-1.27224351653667,-0.108356867684766,-0.963424075213324,-0.45955151644978,0.949987248771496,"Granite"
"Cousin Granite","Shifted","Protected","2014","HerMac",48.314893437125,235.86994858775,94.6415173912109,-1.27224351653667,-0.108356867684766,-0.963424075213324,-0.45955151644978,0.949987248771496,"Granite"
"Cousin Granite","Shifted","Protected","2014","InvMob",51.15694599225,138.1817932845,54.2325231543465,-1.27224351653667,-0.108356867684766,-0.963424075213324,-0.45955151644978,0.949987248771496,"Granite"
"Cousin Granite","Shifted","Protected","2014","InvSes",1.218022523625,3.303006725,1.71312829137493,-1.27224351653667,-0.108356867684766,-0.963424075213324,-0.45955151644978,0.949987248771496,"Granite"
"Cousin Granite","Shifted","Protected","2014","Omnivr",1.6240300315,4.85115930775,2.43641486121727,-1.27224351653667,-0.108356867684766,-0.963424075213324,-0.45955151644978,0.949987248771496,"Granite"
"Cousin Granite","Shifted","Protected","2014","Plktiv",0,0,0,-1.27224351653667,-0.108356867684766,-0.963424075213324,-0.45955151644978,0.949987248771496,"Granite"
"Cousin Patch","Shifted","Protected","1994","FisCep",10.962202712625,144.206836172,34.9285072823595,0.503085994223861,0.641337210609209,2.21714235381708,NA,-0.601386550209692,"Carbonate"
"Cousin Patch","Shifted","Protected","1994","HerDet",30.8565705985,162.607149007125,53.8509057265718,0.503085994223861,0.641337210609209,2.21714235381708,NA,-0.601386550209692,"Carbonate"
"Cousin Patch","Shifted","Protected","1994","HerMac",10.55619520475,69.35976752425,16.2819148993122,0.503085994223861,0.641337210609209,2.21714235381708,NA,-0.601386550209692,"Carbonate"
"Cousin Patch","Shifted","Protected","1994","InvMob",53.5929910395,315.42785411975,68.2559670968199,0.503085994223861,0.641337210609209,2.21714235381708,NA,-0.601386550209692,"Carbonate"
"Cousin Patch","Shifted","Protected","1994","InvSes",23.954442964625,12.559994789125,4.52637829444263,0.503085994223861,0.641337210609209,2.21714235381708,NA,-0.601386550209692,"Carbonate"
"Cousin Patch","Shifted","Protected","1994","Omnivr",141.696620248375,78.1662341335,7.52942072501381,0.503085994223861,0.641337210609209,2.21714235381708,NA,-0.601386550209692,"Carbonate"
"Cousin Patch","Shifted","Protected","1994","Plktiv",38.976720756,18.0478489005,6.67490930347092,0.503085994223861,0.641337210609209,2.21714235381708,NA,-0.601386550209692,"Carbonate"
"Cousin Patch","Shifted","Protected","2005","FisCep",2.43604504725,18.016250248375,9.08461718597461,-0.073117443479119,0.308139842478553,-1.01354761492584,-0.435805693411342,1.02820777645122,"Carbonate"
"Cousin Patch","Shifted","Protected","2005","HerDet",21.1123904095,173.435316101125,33.4962700851389,-0.073117443479119,0.308139842478553,-1.01354761492584,-0.435805693411342,1.02820777645122,"Carbonate"
"Cousin Patch","Shifted","Protected","2005","HerMac",5.68410511025,44.64921836625,11.1186284504216,-0.073117443479119,0.308139842478553,-1.01354761492584,-0.435805693411342,1.02820777645122,"Carbonate"
"Cousin Patch","Shifted","Protected","2005","InvMob",36.134668200875,101.786937780375,38.6880630531018,-0.073117443479119,0.308139842478553,-1.01354761492584,-0.435805693411342,1.02820777645122,"Carbonate"
"Cousin Patch","Shifted","Protected","2005","InvSes",0.406007507875,0.919087738375,0.303048144932552,-0.073117443479119,0.308139842478553,-1.01354761492584,-0.435805693411342,1.02820777645122,"Carbonate"
"Cousin Patch","Shifted","Protected","2005","Omnivr",1.6240300315,4.199491712125,2.61052353559975,-0.073117443479119,0.308139842478553,-1.01354761492584,-0.435805693411342,1.02820777645122,"Carbonate"
"Cousin Patch","Shifted","Protected","2005","Plktiv",0,0,0,-0.073117443479119,0.308139842478553,-1.01354761492584,-0.435805693411342,1.02820777645122,"Carbonate"
"Cousin Patch","Shifted","Protected","2008","FisCep",1.6240300315,39.6737298245,7.87564714093642,-0.462444090575727,-0.19165620971743,-1.02721767121107,-0.507043162526657,1.49101256522292,"Carbonate"
"Cousin Patch","Shifted","Protected","2008","HerDet",44.254818358375,370.65165042325,84.9263390873227,-0.462444090575727,-0.19165620971743,-1.02721767121107,-0.507043162526657,1.49101256522292,"Carbonate"
"Cousin Patch","Shifted","Protected","2008","HerMac",22.330412933125,138.6874063275,59.6450966999934,-0.462444090575727,-0.19165620971743,-1.02721767121107,-0.507043162526657,1.49101256522292,"Carbonate"
"Cousin Patch","Shifted","Protected","2008","InvMob",47.502878421375,78.1780989355,46.0242815433088,-0.462444090575727,-0.19165620971743,-1.02721767121107,-0.507043162526657,1.49101256522292,"Carbonate"
"Cousin Patch","Shifted","Protected","2008","InvSes",1.6240300315,2.87171512175,1.19012823354361,-0.462444090575727,-0.19165620971743,-1.02721767121107,-0.507043162526657,1.49101256522292,"Carbonate"
"Cousin Patch","Shifted","Protected","2008","Omnivr",2.030037539375,8.010606826875,1.46444382923522,-0.462444090575727,-0.19165620971743,-1.02721767121107,-0.507043162526657,1.49101256522292,"Carbonate"
"Cousin Patch","Shifted","Protected","2008","Plktiv",2.43604504725,0.97535346,0.525809606263344,-0.462444090575727,-0.19165620971743,-1.02721767121107,-0.507043162526657,1.49101256522292,"Carbonate"
"Cousin Patch","Shifted","Protected","2011","FisCep",7.714142649625,76.3843234035,27.1782759437833,-0.0341847787694582,0.308139842478553,-0.863176995788297,-0.507043162526657,0.754435929572187,"Carbonate"
"Cousin Patch","Shifted","Protected","2011","HerDet",87.697621701,530.101546265,132.747375688866,-0.0341847787694582,0.308139842478553,-0.863176995788297,-0.507043162526657,0.754435929572187,"Carbonate"
"Cousin Patch","Shifted","Protected","2011","HerMac",66.179223783625,315.08013798325,155.384896150791,-0.0341847787694582,0.308139842478553,-0.863176995788297,-0.507043162526657,0.754435929572187,"Carbonate"
"Cousin Patch","Shifted","Protected","2011","InvMob",79.5774715435,200.002911958125,59.8884739105956,-0.0341847787694582,0.308139842478553,-0.863176995788297,-0.507043162526657,0.754435929572187,"Carbonate"
"Cousin Patch","Shifted","Protected","2011","InvSes",6.902127633875,14.577648549375,6.14392592854419,-0.0341847787694582,0.308139842478553,-0.863176995788297,-0.507043162526657,0.754435929572187,"Carbonate"
"Cousin Patch","Shifted","Protected","2011","Omnivr",39.78873577175,40.0022370725,9.87468003715501,-0.0341847787694582,0.308139842478553,-0.863176995788297,-0.507043162526657,0.754435929572187,"Carbonate"
"Cousin Patch","Shifted","Protected","2011","Plktiv",0.406007507875,0.16255891,0.0843480606476129,-0.0341847787694582,0.308139842478553,-0.863176995788297,-0.507043162526657,0.754435929572187,"Carbonate"
"Cousin Patch","Shifted","Protected","2014","FisCep",3.654067570875,24.84576375925,9.5992243728141,-0.0341847787694582,0.724636552641873,-0.261694519238134,-0.388314047334465,0.643623515359245,"Carbonate"
"Cousin Patch","Shifted","Protected","2014","HerDet",120.178222331,449.592692771125,138.920279193844,-0.0341847787694582,0.724636552641873,-0.261694519238134,-0.388314047334465,0.643623515359245,"Carbonate"
"Cousin Patch","Shifted","Protected","2014","HerMac",43.8488108505,276.6151418495,119.656707235469,-0.0341847787694582,0.724636552641873,-0.261694519238134,-0.388314047334465,0.643623515359245,"Carbonate"
"Cousin Patch","Shifted","Protected","2014","InvMob",51.562953500125,65.9670344115,28.7621263385021,-0.0341847787694582,0.724636552641873,-0.261694519238134,-0.388314047334465,0.643623515359245,"Carbonate"
"Cousin Patch","Shifted","Protected","2014","InvSes",2.030037539375,3.88962213525,2.02722682918798,-0.0341847787694582,0.724636552641873,-0.261694519238134,-0.388314047334465,0.643623515359245,"Carbonate"
"Cousin Patch","Shifted","Protected","2014","Omnivr",41.818773311125,44.285155257875,11.1646328601579,-0.0341847787694582,0.724636552641873,-0.261694519238134,-0.388314047334465,0.643623515359245,"Carbonate"
"Cousin Patch","Shifted","Protected","2014","Plktiv",0.406007507875,0.16255891,0.087098521659031,-0.0341847787694582,0.724636552641873,-0.261694519238134,-0.388314047334465,0.643623515359245,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","1994","FisCep",5.68410511025,62.03769282525,19.4442647519856,0.417434131862607,0.974534578739864,1.94374122811246,NA,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","1994","HerDet",45.878848389875,155.6366256515,53.1623461680639,0.417434131862607,0.974534578739864,1.94374122811246,NA,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","1994","HerMac",0,0,0,0.417434131862607,0.974534578739864,1.94374122811246,NA,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","1994","InvMob",34.91664567725,87.327936127,33.5013327891547,0.417434131862607,0.974534578739864,1.94374122811246,NA,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","1994","InvSes",11.3682102205,13.343562348375,1.88688880586974,0.417434131862607,0.974534578739864,1.94374122811246,NA,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","1994","Omnivr",38.570713248125,30.890221593,6.61713911272836,0.417434131862607,0.974534578739864,1.94374122811246,NA,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","1994","Plktiv",5.68410511025,2.831023219875,1.0020639582919,0.417434131862607,0.974534578739864,1.94374122811246,NA,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2005","FisCep",0.81201501575,18.264030131125,1.00548929556279,-0.516949821169253,-0.19165620971743,-1.01810430035425,-0.507043162526657,2.18847893703379,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2005","HerDet",30.450563090625,149.652601027375,47.2804590247085,-0.516949821169253,-0.19165620971743,-1.01810430035425,-0.507043162526657,2.18847893703379,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2005","HerMac",7.714142649625,34.42495219575,4.92151832371682,-0.516949821169253,-0.19165620971743,-1.01810430035425,-0.507043162526657,2.18847893703379,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2005","InvMob",30.8565705985,72.552143403375,28.1062974787385,-0.516949821169253,-0.19165620971743,-1.01810430035425,-0.507043162526657,2.18847893703379,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2005","InvSes",0.406007507875,0.4381633785,0.00289755724729313,-0.516949821169253,-0.19165620971743,-1.01810430035425,-0.507043162526657,2.18847893703379,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2005","Omnivr",2.842052555125,16.722329514,3.01876276600494,-0.516949821169253,-0.19165620971743,-1.01810430035425,-0.507043162526657,2.18847893703379,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2005","Plktiv",0,0,0,-0.516949821169253,-0.19165620971743,-1.01810430035425,-0.507043162526657,2.18847893703379,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2008","FisCep",6.496120126,48.7794766335,19.3082780476227,-0.127623174072644,0.0582418163805615,0.0755002024642295,-0.103364170873203,-0.497092513303394,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2008","HerDet",57.247058610375,250.376304525125,72.7175668740652,-0.127623174072644,0.0582418163805615,0.0755002024642295,-0.103364170873203,-0.497092513303394,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2008","HerMac",0,0,0,-0.127623174072644,0.0582418163805615,0.0755002024642295,-0.103364170873203,-0.497092513303394,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2008","InvMob",60.0891111655,185.369598118375,71.4094790767492,-0.127623174072644,0.0582418163805615,0.0755002024642295,-0.103364170873203,-0.497092513303394,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2008","InvSes",20.706382901625,23.62430871475,7.57634378259922,-0.127623174072644,0.0582418163805615,0.0755002024642295,-0.103364170873203,-0.497092513303394,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2008","Omnivr",27.6085105355,21.029148141375,3.7972848364234,-0.127623174072644,0.0582418163805615,0.0755002024642295,-0.103364170873203,-0.497092513303394,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2008","Plktiv",1.6240300315,1.50112993475,0.308369043392176,-0.127623174072644,0.0582418163805615,0.0755002024642295,-0.103364170873203,-0.497092513303394,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2011","FisCep",0,0,0,-0.47023062351766,-1.44114634020739,-0.926970591786041,-0.507043162526657,2.12329516396735,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2011","HerDet",42.224780819,211.406283308125,61.0984552445156,-0.47023062351766,-1.44114634020739,-0.926970591786041,-0.507043162526657,2.12329516396735,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2011","HerMac",1.218022523625,4.731100147875,1.54409228773637,-0.47023062351766,-1.44114634020739,-0.926970591786041,-0.507043162526657,2.12329516396735,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2011","InvMob",56.8410511025,50.99970224175,25.7698551901623,-0.47023062351766,-1.44114634020739,-0.926970591786041,-0.507043162526657,2.12329516396735,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2011","InvSes",0,0,0,-0.47023062351766,-1.44114634020739,-0.926970591786041,-0.507043162526657,2.12329516396735,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2011","Omnivr",0.81201501575,0.89469776,0.6112623392527,-0.47023062351766,-1.44114634020739,-0.926970591786041,-0.507043162526657,2.12329516396735,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2011","Plktiv",0,0,0,-0.47023062351766,-1.44114634020739,-0.926970591786041,-0.507043162526657,2.12329516396735,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2014","FisCep",2.43604504725,16.7000834315,9.46242631509714,-0.47023062351766,-0.691452261913414,-0.562435757513215,-0.447678604930561,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2014","HerDet",55.623028578875,204.316267456625,61.6732195037439,-0.47023062351766,-0.691452261913414,-0.562435757513215,-0.447678604930561,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2014","HerMac",0,0,0,-0.47023062351766,-0.691452261913414,-0.562435757513215,-0.447678604930561,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2014","InvMob",30.450563090625,54.84705793225,29.9006951216353,-0.47023062351766,-0.691452261913414,-0.562435757513215,-0.447678604930561,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2014","InvSes",14.6162702835,10.290160496,3.4893996583248,-0.47023062351766,-0.691452261913414,-0.562435757513215,-0.447678604930561,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2014","Omnivr",4.06007507875,4.782643735875,2.56101080338344,-0.47023062351766,-0.691452261913414,-0.562435757513215,-0.447678604930561,-0.262430930264222,"Carbonate"
"Mahe E Carbonate","Shifted","Fished","2014","Plktiv",0,0,0,-0.47023062351766,-0.691452261913414,-0.562435757513215,-0.447678604930561,-0.262430930264222,"Carbonate"
