species,Location,Year,count,Family,Length,a,b,Management,state,MaxSizeTL,sstmean,Diet,Position,Method,Length2,Kmax,Kmax_lowq,Kmax_uppq,Md,prod_day,prod_yr
Chlorurus sordidus,Mahe NW Granite,1994,4,Scaridae,8,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,8,0.156972446,0.136663966,0.177733023,0.005313541,0.069090018,41.16187513
Chlorurus sordidus,Mahe NW Granite,1994,4,Scaridae,8,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,8,0.156972446,0.136663966,0.177733023,0.005313541,0.069090018,41.16187513
Chlorurus sordidus,Mahe NW Carbonate,1994,7,Scaridae,8,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,8,0.156972446,0.136663966,0.177733023,0.005313541,0.069090018,41.16187513
Chlorurus sordidus,Ste Anne Carbonate,1994,1,Scaridae,9,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,9,0.156972446,0.136663966,0.177733023,0.004395704,0.086197264,47.76993326
Chlorurus sordidus,Ste Anne Carbonate,1994,1,Scaridae,9,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,9,0.156972446,0.136663966,0.177733023,0.004395704,0.086197264,47.76993326
Chlorurus sordidus,Ste Anne Carbonate,1994,1,Scaridae,9,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,9,0.156972446,0.136663966,0.177733023,0.004395704,0.086197264,47.76993326
Chlorurus sordidus,Mahe E Carbonate,1994,13,Scaridae,9,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,9,0.156972446,0.136663966,0.177733023,0.004395704,0.086197264,47.76993326
Chlorurus sordidus,Mahe E Carbonate,1994,13,Scaridae,9,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,9,0.156972446,0.136663966,0.177733023,0.004395704,0.086197264,47.76993326
Chlorurus sordidus,Mahe E Carbonate,1994,13,Scaridae,9,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,9,0.156972446,0.136663966,0.177733023,0.004395704,0.086197264,47.76993326
Chlorurus sordidus,Praslin SW Carbonate,1994,16,Scaridae,9,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,9,0.156972446,0.136663966,0.177733023,0.004395704,0.086197264,47.76993326
Chlorurus sordidus,Cousin Granite,1994,1,Scaridae,10,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Ste Anne Patch,1994,1,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Cousin Granite,1994,1,Scaridae,10,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Cousin Granite,1994,1,Scaridae,10,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Cousin Granite,1994,1,Scaridae,10,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Cousin Granite,1994,1,Scaridae,10,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Cousin Granite,1994,1,Scaridae,10,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Granite,1994,2,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,2,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,2,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Granite,1994,2,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Granite,1994,2,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Granite,1994,3,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Granite,1994,3,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,3,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,3,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,3,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,3,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,3,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin NE Granite,1994,4,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin NE Granite,1994,4,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin NE Granite,1994,4,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Cousin Granite,1994,4,Scaridae,10,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,5,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Carbonate,1994,5,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Carbonate,1994,6,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Carbonate,1994,6,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Carbonate,1994,6,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Carbonate,1994,6,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Carbonate,1994,6,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Carbonate,1994,6,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin NE Patch,1994,6,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,6,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,6,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,6,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,6,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Carbonate,1994,7,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Carbonate,1994,7,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Ste Anne Carbonate,1994,7,Scaridae,10,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,7,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,7,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Ste Anne Granite,1994,7,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,7,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,7,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,7,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Ste Anne Granite,1994,7,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe W Carbonate,1994,7,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe W Carbonate,1994,7,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,7,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,7,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,7,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,7,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,7,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Granite,1994,8,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Granite,1994,8,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,9,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,10,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,10,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,10,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,10,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,10,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,10,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,10,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,11,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,11,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Ste Anne Patch,1994,11,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,11,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,11,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Ste Anne Patch,1994,11,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Ste Anne Patch,1994,11,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,12,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,12,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,13,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,13,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,13,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,13,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,13,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,13,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,13,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,13,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,13,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,13,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe NW Carbonate,1994,13,Scaridae,10,0.0182,3.15,Protected,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe W Granite,1994,14,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,15,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,15,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,15,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Carbonate,1994,16,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Granite,1994,16,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Mahe E Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Praslin SW Patch,1994,16,Scaridae,10,0.0182,3.15,Fished,Shifted,40,28,HerDet,BtPlDw,Otolth,10,0.156972446,0.136663966,0.177733023,0.003709872,0.104602597,54.63216063
Chlorurus sordidus,Cousin Granite,1994,2,Scaridae,11,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,11,0.156972446,0.136663966,0.177733023,0.003182121,0.124091066,61.68129496
Chlorurus sordidus,Cousin Granite,1994,2,Scaridae,11,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,11,0.156972446,0.136663966,0.177733023,0.003182121,0.124091066,61.68129496
Chlorurus sordidus,Mahe NW Granite,1994,2,Scaridae,11,0.0182,3.15,Fished,Recovering,40,28,HerDet,BtPlDw,Otolth,11,0.156972446,0.136663966,0.177733023,0.003182121,0.124091066,61.68129496
Chlorurus sordidus,Cousin Granite,1994,2,Scaridae,11,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,11,0.156972446,0.136663966,0.177733023,0.003182121,0.124091066,61.68129496
Chlorurus sordidus,Cousin Granite,1994,2,Scaridae,11,0.0182,3.15,Protected,Shifted,40,28,HerDet,BtPlDw,Otolth,11,0.156972446,0.136663966,0.177733023,0.003182121,0.124091066,61.68129496
