"state","Management","Year","Diet","Location","biomass.kgha","prod_yr_kgha","prod_yr_F0.2","net.turn","net.turnF"
"Recovering","Protected",2017,"InvMob","Ste Anne Granite",236.9326352,69.57401899,69.57401899,29.36447271,29.36447271
"Recovering","Protected",1994,"FisCep","Ste Anne Patch",84.65826562,34.07679612,34.07679612,40.25217842,40.25217842
"Recovering","Protected",2005,"FisCep","Ste Anne Patch",0.243178197,0.38351602,0.38351602,157.7098708,157.7098708
"Recovering","Protected",2008,"FisCep","Ste Anne Patch",9.259871586,5.372336954,5.372336954,58.01740233,58.01740233
"Recovering","Protected",2011,"FisCep","Ste Anne Patch",33.87181007,26.29220985,26.29220985,77.62268919,77.62268919
"Recovering","Protected",2014,"FisCep","Ste Anne Patch",58.35984538,17.44707789,17.44707789,29.89568902,29.89568902
"Recovering","Protected",2017,"FisCep","Ste Anne Patch",58.84700259,31.38859941,31.38859941,53.33933426,53.33933426
"Recovering","Protected",1994,"HerDet","Ste Anne Patch",345.4775217,87.75695468,87.75695468,25.40163952,25.40163952
"Recovering","Protected",2005,"HerDet","Ste Anne Patch",125.5339318,40.25695488,40.25695488,32.0685844,32.0685844
"Recovering","Protected",2008,"HerDet","Ste Anne Patch",71.80878793,36.26767723,36.26767723,50.50590363,50.50590363
"Recovering","Protected",2011,"HerDet","Ste Anne Patch",228.3781975,44.96965352,44.96965352,19.6908698,19.6908698
"Recovering","Protected",2014,"HerDet","Ste Anne Patch",491.0574682,125.7839312,125.7839312,25.61491054,25.61491054
"Recovering","Protected",2017,"HerDet","Ste Anne Patch",386.2838554,112.4307948,112.4307948,29.10574523,29.10574523
"Recovering","Protected",1994,"HerMac","Ste Anne Patch",0,0,0,NA,NA
"Recovering","Protected",2005,"HerMac","Ste Anne Patch",0,0,0,NA,NA
"Recovering","Protected",2008,"HerMac","Ste Anne Patch",1.586640309,1.913584501,1.913584501,120.6060687,120.6060687
"Recovering","Protected",2011,"HerMac","Ste Anne Patch",18.35808787,0.482473219,0.482473219,2.628123486,2.628123486
"Recovering","Protected",2014,"HerMac","Ste Anne Patch",0,0,0,NA,NA
"Recovering","Protected",2017,"HerMac","Ste Anne Patch",68.11839085,30.39277904,30.39277904,44.61758221,44.61758221
"Recovering","Protected",1994,"InvMob","Ste Anne Patch",130.6029358,35.7129707,35.7129707,27.34469213,27.34469213
"Recovering","Protected",2005,"InvMob","Ste Anne Patch",116.2413945,39.08389934,39.08389934,33.62304755,33.62304755
"Recovering","Protected",2008,"InvMob","Ste Anne Patch",70.86110132,38.23104261,38.23104261,53.95208641,53.95208641
"Recovering","Protected",2011,"InvMob","Ste Anne Patch",211.0315625,65.37354297,65.37354297,30.97808792,30.97808792
"Recovering","Protected",2014,"InvMob","Ste Anne Patch",263.5450626,106.4379806,106.4379806,40.38701372,40.38701372
"Recovering","Protected",2017,"InvMob","Ste Anne Patch",369.5746984,98.81706147,98.81706147,26.73804833,26.73804833
